estacao,nome,hora_manaus,nivel_cm,nivel_m,nivel_min_cm,nivel_max_cm,medicoes,ultima_medicao_manaus
14110000,Cucuí,2026-09-01 20:00:00,1735.0,17.350,1735.0,1735.0,4,2026-09-01 20:45:00
14280001,Taracuá,2026-09-01 20:00:00,1365.0,13.650,1365.0,1366.0,4,2026-09-01 20:45:00
14330000,Curicuriari,2026-09-01 20:00:00,1080.0,10.800,1079.0,1080.0,4,2026-09-01 20:45:00
14420000,Serrinha,2026-09-01 20:00:00,747.0,7.470,747.0,747.0,4,2026-09-01 20:45:00
14480002,Barcelos,2026-09-01 20:00:00,489.0,4.890,489.0,489.0,4,2026-09-01 20:45:00
14110000,Cucuí,2026-09-01 21:00:00,1735.0,17.350,1735.0,1735.0,4,2026-09-01 21:45:00
14280001,Taracuá,2026-09-01 21:00:00,1365.0,13.650,1364.0,1365.0,4,2026-09-01 21:45:00
14330000,Curicuriari,2026-09-01 21:00:00,1079.0,10.790,1079.0,1079.0,4,2026-09-01 21:45:00
14420000,Serrinha,2026-09-01 21:00:00,747.0,7.470,746.0,747.0,4,2026-09-01 21:45:00
14480002,Barcelos,2026-09-01 21:00:00,489.0,4.890,489.0,489.0,4,2026-09-01 21:45:00
14110000,Cucuí,2026-09-01 22:00:00,1735.0,17.350,1735.0,1735.0,4,2026-09-01 22:45:00
14280001,Taracuá,2026-09-01 22:00:00,1364.0,13.640,1364.0,1365.0,4,2026-09-01 22:45:00
14330000,Curicuriari,2026-09-01 22:00:00,1079.0,10.790,1079.0,1079.0,4,2026-09-01 22:45:00
14420000,Serrinha,2026-09-01 22:00:00,747.0,7.470,746.0,747.0,4,2026-09-01 22:45:00
14480002,Barcelos,2026-09-01 22:00:00,489.0,4.890,488.0,489.0,4,2026-09-01 22:45:00
14110000,Cucuí,2026-09-01 23:00:00,1735.0,17.350,1734.0,1735.0,4,2026-09-01 23:45:00
14280001,Taracuá,2026-09-01 23:00:00,1364.0,13.640,1364.0,1364.0,4,2026-09-01 23:45:00
14330000,Curicuriari,2026-09-01 23:00:00,1079.0,10.790,1079.0,1079.0,4,2026-09-01 23:45:00
14420000,Serrinha,2026-09-01 23:00:00,747.0,7.470,746.0,747.0,4,2026-09-01 23:45:00
14480002,Barcelos,2026-09-01 23:00:00,488.0,4.880,488.0,488.0,4,2026-09-01 23:45:00
14110000,Cucuí,2026-09-02 00:00:00,1735.0,17.350,1734.0,1735.0,4,2026-09-02 00:45:00
14280001,Taracuá,2026-09-02 00:00:00,1363.0,13.630,1363.0,1364.0,4,2026-09-02 00:45:00
14330000,Curicuriari,2026-09-02 00:00:00,1079.0,10.790,1079.0,1079.0,4,2026-09-02 00:45:00
14420000,Serrinha,2026-09-02 00:00:00,746.5,7.465,746.0,747.0,4,2026-09-02 00:45:00
14480002,Barcelos,2026-09-02 00:00:00,488.0,4.880,488.0,488.0,4,2026-09-02 00:45:00
14110000,Cucuí,2026-09-02 01:00:00,1734.0,17.340,1734.0,1734.0,4,2026-09-02 01:45:00
14280001,Taracuá,2026-09-02 01:00:00,1362.5,13.625,1362.0,1363.0,4,2026-09-02 01:45:00
14330000,Curicuriari,2026-09-02 01:00:00,1078.0,10.780,1078.0,1078.0,4,2026-09-02 01:45:00
14420000,Serrinha,2026-09-02 01:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 01:45:00
14480002,Barcelos,2026-09-02 01:00:00,488.0,4.880,488.0,488.0,4,2026-09-02 01:45:00
14110000,Cucuí,2026-09-02 02:00:00,1734.0,17.340,1734.0,1734.0,4,2026-09-02 02:45:00
14280001,Taracuá,2026-09-02 02:00:00,1362.0,13.620,1362.0,1362.0,4,2026-09-02 02:45:00
14330000,Curicuriari,2026-09-02 02:00:00,1078.0,10.780,1078.0,1078.0,4,2026-09-02 02:45:00
14420000,Serrinha,2026-09-02 02:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 02:45:00
14480002,Barcelos,2026-09-02 02:00:00,488.0,4.880,488.0,488.0,4,2026-09-02 02:45:00
14110000,Cucuí,2026-09-02 03:00:00,1734.0,17.340,1734.0,1734.0,4,2026-09-02 03:45:00
14280001,Taracuá,2026-09-02 03:00:00,1362.0,13.620,1361.0,1362.0,4,2026-09-02 03:45:00
14330000,Curicuriari,2026-09-02 03:00:00,1078.0,10.780,1078.0,1078.0,4,2026-09-02 03:45:00
14420000,Serrinha,2026-09-02 03:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 03:45:00
14480002,Barcelos,2026-09-02 03:00:00,488.0,4.880,488.0,488.0,4,2026-09-02 03:45:00
14110000,Cucuí,2026-09-02 04:00:00,1734.0,17.340,1734.0,1734.0,4,2026-09-02 04:45:00
14280001,Taracuá,2026-09-02 04:00:00,1361.0,13.610,1361.0,1361.0,4,2026-09-02 04:45:00
14330000,Curicuriari,2026-09-02 04:00:00,1078.0,10.780,1078.0,1078.0,4,2026-09-02 04:45:00
14420000,Serrinha,2026-09-02 04:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 04:45:00
14480002,Barcelos,2026-09-02 04:00:00,488.0,4.880,487.0,488.0,4,2026-09-02 04:45:00
14110000,Cucuí,2026-09-02 05:00:00,1733.0,17.330,1733.0,1733.0,4,2026-09-02 05:45:00
14280001,Taracuá,2026-09-02 05:00:00,1360.0,13.600,1360.0,1361.0,4,2026-09-02 05:45:00
14330000,Curicuriari,2026-09-02 05:00:00,1077.0,10.770,1077.0,1078.0,4,2026-09-02 05:45:00
14420000,Serrinha,2026-09-02 05:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 05:45:00
14480002,Barcelos,2026-09-02 05:00:00,488.0,4.880,488.0,488.0,4,2026-09-02 05:45:00
14110000,Cucuí,2026-09-02 06:00:00,1733.0,17.330,1733.0,1733.0,4,2026-09-02 06:45:00
14280001,Taracuá,2026-09-02 06:00:00,1360.0,13.600,1360.0,1360.0,4,2026-09-02 06:45:00
14330000,Curicuriari,2026-09-02 06:00:00,1077.0,10.770,1077.0,1077.0,4,2026-09-02 06:45:00
14420000,Serrinha,2026-09-02 06:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 06:45:00
14480002,Barcelos,2026-09-02 06:00:00,488.0,4.880,487.0,488.0,4,2026-09-02 06:45:00
14110000,Cucuí,2026-09-02 07:00:00,1733.0,17.330,1733.0,1733.0,4,2026-09-02 07:45:00
14280001,Taracuá,2026-09-02 07:00:00,1359.0,13.590,1359.0,1359.0,4,2026-09-02 07:45:00
14330000,Curicuriari,2026-09-02 07:00:00,1077.0,10.770,1077.0,1077.0,4,2026-09-02 07:45:00
14420000,Serrinha,2026-09-02 07:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 07:45:00
14480002,Barcelos,2026-09-02 07:00:00,487.0,4.870,487.0,488.0,4,2026-09-02 07:45:00
14110000,Cucuí,2026-09-02 08:00:00,1733.0,17.330,1733.0,1733.0,4,2026-09-02 08:45:00
14280001,Taracuá,2026-09-02 08:00:00,1358.5,13.585,1358.0,1359.0,4,2026-09-02 08:45:00
14330000,Curicuriari,2026-09-02 08:00:00,1077.0,10.770,1076.0,1077.0,4,2026-09-02 08:45:00
14420000,Serrinha,2026-09-02 08:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 08:45:00
14480002,Barcelos,2026-09-02 08:00:00,487.0,4.870,487.0,487.0,4,2026-09-02 08:45:00
14110000,Cucuí,2026-09-02 09:00:00,1733.0,17.330,1733.0,1733.0,4,2026-09-02 09:45:00
14280001,Taracuá,2026-09-02 09:00:00,1358.0,13.580,1358.0,1358.0,4,2026-09-02 09:45:00
14330000,Curicuriari,2026-09-02 09:00:00,1076.0,10.760,1076.0,1076.0,4,2026-09-02 09:45:00
14420000,Serrinha,2026-09-02 09:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 09:45:00
14480002,Barcelos,2026-09-02 09:00:00,487.0,4.870,487.0,487.0,4,2026-09-02 09:45:00
14110000,Cucuí,2026-09-02 10:00:00,1732.0,17.320,1732.0,1733.0,4,2026-09-02 10:45:00
14280001,Taracuá,2026-09-02 10:00:00,1357.0,13.570,1357.0,1357.0,4,2026-09-02 10:45:00
14330000,Curicuriari,2026-09-02 10:00:00,1076.0,10.760,1076.0,1076.0,4,2026-09-02 10:45:00
14420000,Serrinha,2026-09-02 10:00:00,746.0,7.460,746.0,746.0,4,2026-09-02 10:45:00
14480002,Barcelos,2026-09-02 10:00:00,487.0,4.870,487.0,487.0,4,2026-09-02 10:45:00
14110000,Cucuí,2026-09-02 11:00:00,1732.0,17.320,1732.0,1732.0,4,2026-09-02 11:45:00
14280001,Taracuá,2026-09-02 11:00:00,1356.0,13.560,1356.0,1357.0,4,2026-09-02 11:45:00
14330000,Curicuriari,2026-09-02 11:00:00,1075.5,10.755,1075.0,1076.0,4,2026-09-02 11:45:00
14420000,Serrinha,2026-09-02 11:00:00,746.0,7.460,745.0,746.0,4,2026-09-02 11:45:00
14480002,Barcelos,2026-09-02 11:00:00,487.0,4.870,487.0,487.0,4,2026-09-02 11:45:00
14110000,Cucuí,2026-09-02 12:00:00,1732.0,17.320,1732.0,1732.0,4,2026-09-02 12:45:00
14280001,Taracuá,2026-09-02 12:00:00,1356.0,13.560,1355.0,1356.0,4,2026-09-02 12:45:00
14330000,Curicuriari,2026-09-02 12:00:00,1075.0,10.750,1075.0,1075.0,4,2026-09-02 12:45:00
14420000,Serrinha,2026-09-02 12:00:00,745.5,7.455,745.0,746.0,4,2026-09-02 12:45:00
14480002,Barcelos,2026-09-02 12:00:00,487.0,4.870,487.0,487.0,4,2026-09-02 12:45:00
14110000,Cucuí,2026-09-02 13:00:00,1732.0,17.320,1732.0,1732.0,4,2026-09-02 13:45:00
14280001,Taracuá,2026-09-02 13:00:00,1355.0,13.550,1355.0,1355.0,4,2026-09-02 13:45:00
14330000,Curicuriari,2026-09-02 13:00:00,1075.0,10.750,1075.0,1075.0,4,2026-09-02 13:45:00
14420000,Serrinha,2026-09-02 13:00:00,745.0,7.450,745.0,745.0,4,2026-09-02 13:45:00
14480002,Barcelos,2026-09-02 13:00:00,487.0,4.870,487.0,487.0,4,2026-09-02 13:45:00
14110000,Cucuí,2026-09-02 14:00:00,1731.0,17.310,1731.0,1732.0,4,2026-09-02 14:45:00
14280001,Taracuá,2026-09-02 14:00:00,1354.0,13.540,1354.0,1355.0,4,2026-09-02 14:45:00
14330000,Curicuriari,2026-09-02 14:00:00,1074.5,10.745,1074.0,1075.0,4,2026-09-02 14:45:00
14420000,Serrinha,2026-09-02 14:00:00,745.0,7.450,745.0,745.0,4,2026-09-02 14:45:00
14480002,Barcelos,2026-09-02 14:00:00,487.0,4.870,486.0,487.0,4,2026-09-02 14:45:00
14110000,Cucuí,2026-09-02 15:00:00,1731.0,17.310,1731.0,1731.0,4,2026-09-02 15:45:00
14280001,Taracuá,2026-09-02 15:00:00,1354.0,13.540,1353.0,1354.0,4,2026-09-02 15:45:00
14330000,Curicuriari,2026-09-02 15:00:00,1074.0,10.740,1074.0,1074.0,4,2026-09-02 15:45:00
14420000,Serrinha,2026-09-02 15:00:00,745.0,7.450,745.0,745.0,4,2026-09-02 15:45:00
14480002,Barcelos,2026-09-02 15:00:00,486.0,4.860,486.0,486.0,4,2026-09-02 15:45:00
14110000,Cucuí,2026-09-02 16:00:00,1732.0,17.320,1731.0,1732.0,4,2026-09-02 16:45:00
14280001,Taracuá,2026-09-02 16:00:00,1353.0,13.530,1352.0,1353.0,4,2026-09-02 16:45:00
14330000,Curicuriari,2026-09-02 16:00:00,1074.0,10.740,1074.0,1074.0,4,2026-09-02 16:45:00
14420000,Serrinha,2026-09-02 16:00:00,745.0,7.450,745.0,745.0,4,2026-09-02 16:45:00
14480002,Barcelos,2026-09-02 16:00:00,486.0,4.860,486.0,486.0,4,2026-09-02 16:45:00
14110000,Cucuí,2026-09-02 17:00:00,1731.0,17.310,1731.0,1731.0,4,2026-09-02 17:45:00
14280001,Taracuá,2026-09-02 17:00:00,1353.0,13.530,1353.0,1353.0,4,2026-09-02 17:45:00
14330000,Curicuriari,2026-09-02 17:00:00,1074.0,10.740,1074.0,1074.0,4,2026-09-02 17:45:00
14420000,Serrinha,2026-09-02 17:00:00,745.0,7.450,745.0,745.0,4,2026-09-02 17:45:00
14480002,Barcelos,2026-09-02 17:00:00,486.0,4.860,486.0,486.0,4,2026-09-02 17:45:00
14110000,Cucuí,2026-09-02 18:00:00,1730.5,17.305,1730.0,1731.0,4,2026-09-02 18:45:00
14280001,Taracuá,2026-09-02 18:00:00,1353.0,13.530,1352.0,1353.0,4,2026-09-02 18:45:00
14330000,Curicuriari,2026-09-02 18:00:00,1074.0,10.740,1074.0,1074.0,4,2026-09-02 18:45:00
14420000,Serrinha,2026-09-02 18:00:00,745.0,7.450,745.0,745.0,4,2026-09-02 18:45:00
14480002,Barcelos,2026-09-02 18:00:00,486.0,4.860,486.0,486.0,4,2026-09-02 18:45:00
14110000,Cucuí,2026-09-02 19:00:00,1730.0,17.300,1730.0,1730.0,4,2026-09-02 19:45:00
14280001,Taracuá,2026-09-02 19:00:00,1352.0,13.520,1352.0,1352.0,4,2026-09-02 19:45:00
14330000,Curicuriari,2026-09-02 19:00:00,1074.0,10.740,1074.0,1074.0,4,2026-09-02 19:45:00
14420000,Serrinha,2026-09-02 19:00:00,745.0,7.450,744.0,745.0,4,2026-09-02 19:45:00
14480002,Barcelos,2026-09-02 19:00:00,486.0,4.860,486.0,486.0,4,2026-09-02 19:45:00
14110000,Cucuí,2026-09-02 20:00:00,1730.0,17.300,1730.0,1730.0,4,2026-09-02 20:45:00
14280001,Taracuá,2026-09-02 20:00:00,1351.0,13.510,1351.0,1352.0,4,2026-09-02 20:45:00
14330000,Curicuriari,2026-09-02 20:00:00,1073.0,10.730,1073.0,1074.0,4,2026-09-02 20:45:00
14420000,Serrinha,2026-09-02 20:00:00,744.5,7.445,744.0,745.0,4,2026-09-02 20:45:00
14480002,Barcelos,2026-09-02 20:00:00,486.0,4.860,486.0,486.0,4,2026-09-02 20:45:00
14110000,Cucuí,2026-09-02 21:00:00,1730.0,17.300,1730.0,1730.0,4,2026-09-02 21:45:00
14280001,Taracuá,2026-09-02 21:00:00,1351.0,13.510,1351.0,1351.0,4,2026-09-02 21:45:00
14330000,Curicuriari,2026-09-02 21:00:00,1073.0,10.730,1073.0,1073.0,4,2026-09-02 21:45:00
14420000,Serrinha,2026-09-02 21:00:00,744.0,7.440,744.0,745.0,4,2026-09-02 21:45:00
14480002,Barcelos,2026-09-02 21:00:00,486.0,4.860,486.0,486.0,4,2026-09-02 21:45:00
14110000,Cucuí,2026-09-02 22:00:00,1729.0,17.290,1729.0,1730.0,4,2026-09-02 22:45:00
14280001,Taracuá,2026-09-02 22:00:00,1350.0,13.500,1350.0,1350.0,4,2026-09-02 22:45:00
14330000,Curicuriari,2026-09-02 22:00:00,1073.0,10.730,1072.0,1073.0,4,2026-09-02 22:45:00
14420000,Serrinha,2026-09-02 22:00:00,744.0,7.440,744.0,744.0,4,2026-09-02 22:45:00
14480002,Barcelos,2026-09-02 22:00:00,486.0,4.860,486.0,486.0,4,2026-09-02 22:45:00
14110000,Cucuí,2026-09-02 23:00:00,1729.0,17.290,1729.0,1729.0,4,2026-09-02 23:45:00
14280001,Taracuá,2026-09-02 23:00:00,1349.0,13.490,1349.0,1350.0,4,2026-09-02 23:45:00
14330000,Curicuriari,2026-09-02 23:00:00,1072.0,10.720,1072.0,1073.0,4,2026-09-02 23:45:00
14420000,Serrinha,2026-09-02 23:00:00,744.0,7.440,744.0,744.0,4,2026-09-02 23:45:00
14480002,Barcelos,2026-09-02 23:00:00,485.0,4.850,485.0,485.0,4,2026-09-02 23:45:00
14110000,Cucuí,2026-09-03 00:00:00,1729.0,17.290,1729.0,1729.0,4,2026-09-03 00:45:00
14280001,Taracuá,2026-09-03 00:00:00,1349.0,13.490,1349.0,1349.0,4,2026-09-03 00:45:00
14330000,Curicuriari,2026-09-03 00:00:00,1072.0,10.720,1072.0,1072.0,4,2026-09-03 00:45:00
14420000,Serrinha,2026-09-03 00:00:00,744.0,7.440,744.0,744.0,4,2026-09-03 00:45:00
14480002,Barcelos,2026-09-03 00:00:00,485.0,4.850,485.0,485.0,4,2026-09-03 00:45:00
14110000,Cucuí,2026-09-03 01:00:00,1728.5,17.285,1728.0,1729.0,4,2026-09-03 01:45:00
14280001,Taracuá,2026-09-03 01:00:00,1348.0,13.480,1348.0,1348.0,4,2026-09-03 01:45:00
14330000,Curicuriari,2026-09-03 01:00:00,1072.0,10.720,1071.0,1072.0,4,2026-09-03 01:45:00
14420000,Serrinha,2026-09-03 01:00:00,744.0,7.440,744.0,744.0,4,2026-09-03 01:45:00
14480002,Barcelos,2026-09-03 01:00:00,485.0,4.850,485.0,485.0,4,2026-09-03 01:45:00
14110000,Cucuí,2026-09-03 02:00:00,1728.0,17.280,1728.0,1728.0,4,2026-09-03 02:45:00
14280001,Taracuá,2026-09-03 02:00:00,1347.5,13.475,1347.0,1348.0,4,2026-09-03 02:45:00
14330000,Curicuriari,2026-09-03 02:00:00,1071.0,10.710,1071.0,1071.0,4,2026-09-03 02:45:00
14420000,Serrinha,2026-09-03 02:00:00,744.0,7.440,744.0,744.0,4,2026-09-03 02:45:00
14480002,Barcelos,2026-09-03 02:00:00,485.0,4.850,485.0,485.0,4,2026-09-03 02:45:00
14110000,Cucuí,2026-09-03 03:00:00,1728.0,17.280,1728.0,1728.0,4,2026-09-03 03:45:00
14280001,Taracuá,2026-09-03 03:00:00,1347.0,13.470,1346.0,1347.0,4,2026-09-03 03:45:00
14330000,Curicuriari,2026-09-03 03:00:00,1071.0,10.710,1071.0,1071.0,4,2026-09-03 03:45:00
14420000,Serrinha,2026-09-03 03:00:00,744.0,7.440,744.0,744.0,4,2026-09-03 03:45:00
14480002,Barcelos,2026-09-03 03:00:00,485.0,4.850,485.0,485.0,4,2026-09-03 03:45:00
14110000,Cucuí,2026-09-03 04:00:00,1728.0,17.280,1727.0,1728.0,4,2026-09-03 04:45:00
14280001,Taracuá,2026-09-03 04:00:00,1346.0,13.460,1346.0,1346.0,4,2026-09-03 04:45:00
14330000,Curicuriari,2026-09-03 04:00:00,1070.5,10.705,1070.0,1071.0,4,2026-09-03 04:45:00
14420000,Serrinha,2026-09-03 04:00:00,743.0,7.430,743.0,744.0,4,2026-09-03 04:45:00
14480002,Barcelos,2026-09-03 04:00:00,485.0,4.850,485.0,485.0,4,2026-09-03 04:45:00
14110000,Cucuí,2026-09-03 05:00:00,1727.0,17.270,1727.0,1727.0,4,2026-09-03 05:45:00
14280001,Taracuá,2026-09-03 05:00:00,1345.0,13.450,1345.0,1346.0,4,2026-09-03 05:45:00
14330000,Curicuriari,2026-09-03 05:00:00,1070.0,10.700,1070.0,1070.0,4,2026-09-03 05:45:00
14420000,Serrinha,2026-09-03 05:00:00,743.5,7.435,743.0,744.0,4,2026-09-03 05:45:00
14480002,Barcelos,2026-09-03 05:00:00,485.0,4.850,485.0,485.0,4,2026-09-03 05:45:00
14110000,Cucuí,2026-09-03 06:00:00,1727.0,17.270,1727.0,1727.0,4,2026-09-03 06:45:00
14280001,Taracuá,2026-09-03 06:00:00,1345.0,13.450,1344.0,1345.0,4,2026-09-03 06:45:00
14330000,Curicuriari,2026-09-03 06:00:00,1070.0,10.700,1070.0,1070.0,4,2026-09-03 06:45:00
14420000,Serrinha,2026-09-03 06:00:00,743.0,7.430,743.0,743.0,4,2026-09-03 06:45:00
14480002,Barcelos,2026-09-03 06:00:00,485.0,4.850,485.0,485.0,4,2026-09-03 06:45:00
14110000,Cucuí,2026-09-03 07:00:00,1726.0,17.260,1726.0,1727.0,4,2026-09-03 07:45:00
14280001,Taracuá,2026-09-03 07:00:00,1344.0,13.440,1344.0,1344.0,4,2026-09-03 07:45:00
14330000,Curicuriari,2026-09-03 07:00:00,1069.0,10.690,1069.0,1069.0,4,2026-09-03 07:45:00
14420000,Serrinha,2026-09-03 07:00:00,743.0,7.430,743.0,743.0,4,2026-09-03 07:45:00
14480002,Barcelos,2026-09-03 07:00:00,485.0,4.850,485.0,485.0,4,2026-09-03 07:45:00
14110000,Cucuí,2026-09-03 08:00:00,1726.0,17.260,1726.0,1726.0,4,2026-09-03 08:45:00
14280001,Taracuá,2026-09-03 08:00:00,1343.0,13.430,1343.0,1343.0,4,2026-09-03 08:45:00
14330000,Curicuriari,2026-09-03 08:00:00,1069.0,10.690,1069.0,1069.0,4,2026-09-03 08:45:00
14420000,Serrinha,2026-09-03 08:00:00,743.0,7.430,743.0,743.0,4,2026-09-03 08:45:00
14480002,Barcelos,2026-09-03 08:00:00,485.0,4.850,485.0,485.0,4,2026-09-03 08:45:00
14110000,Cucuí,2026-09-03 09:00:00,1726.0,17.260,1726.0,1726.0,4,2026-09-03 09:45:00
14280001,Taracuá,2026-09-03 09:00:00,1342.0,13.420,1342.0,1343.0,4,2026-09-03 09:45:00
14330000,Curicuriari,2026-09-03 09:00:00,1068.0,10.680,1068.0,1069.0,4,2026-09-03 09:45:00
14420000,Serrinha,2026-09-03 09:00:00,743.0,7.430,743.0,743.0,4,2026-09-03 09:45:00
14480002,Barcelos,2026-09-03 09:00:00,485.0,4.850,484.0,485.0,4,2026-09-03 09:45:00
14110000,Cucuí,2026-09-03 10:00:00,1725.0,17.250,1725.0,1725.0,4,2026-09-03 10:45:00
14280001,Taracuá,2026-09-03 10:00:00,1341.5,13.415,1341.0,1342.0,4,2026-09-03 10:45:00
14330000,Curicuriari,2026-09-03 10:00:00,1068.0,10.680,1067.0,1068.0,4,2026-09-03 10:45:00
14420000,Serrinha,2026-09-03 10:00:00,743.0,7.430,742.0,743.0,4,2026-09-03 10:45:00
14480002,Barcelos,2026-09-03 10:00:00,484.5,4.845,484.0,485.0,4,2026-09-03 10:45:00
14110000,Cucuí,2026-09-03 11:00:00,1725.0,17.250,1725.0,1725.0,4,2026-09-03 11:45:00
14280001,Taracuá,2026-09-03 11:00:00,1341.0,13.410,1341.0,1341.0,4,2026-09-03 11:45:00
14330000,Curicuriari,2026-09-03 11:00:00,1067.0,10.670,1067.0,1068.0,4,2026-09-03 11:45:00
14420000,Serrinha,2026-09-03 11:00:00,742.5,7.425,742.0,743.0,4,2026-09-03 11:45:00
14480002,Barcelos,2026-09-03 11:00:00,484.5,4.845,484.0,485.0,4,2026-09-03 11:45:00
14110000,Cucuí,2026-09-03 12:00:00,1724.5,17.245,1724.0,1725.0,4,2026-09-03 12:45:00
14280001,Taracuá,2026-09-03 12:00:00,1340.0,13.400,1340.0,1341.0,4,2026-09-03 12:45:00
14330000,Curicuriari,2026-09-03 12:00:00,1067.0,10.670,1067.0,1067.0,4,2026-09-03 12:45:00
14420000,Serrinha,2026-09-03 12:00:00,742.0,7.420,742.0,742.0,4,2026-09-03 12:45:00
14480002,Barcelos,2026-09-03 12:00:00,485.0,4.850,484.0,485.0,4,2026-09-03 12:45:00
14110000,Cucuí,2026-09-03 13:00:00,1724.0,17.240,1724.0,1724.0,4,2026-09-03 13:45:00
14280001,Taracuá,2026-09-03 13:00:00,1339.0,13.390,1339.0,1340.0,4,2026-09-03 13:45:00
14330000,Curicuriari,2026-09-03 13:00:00,1066.0,10.660,1066.0,1066.0,4,2026-09-03 13:45:00
14420000,Serrinha,2026-09-03 13:00:00,742.0,7.420,742.0,742.0,4,2026-09-03 13:45:00
14480002,Barcelos,2026-09-03 13:00:00,484.0,4.840,484.0,484.0,4,2026-09-03 13:45:00
14110000,Cucuí,2026-09-03 14:00:00,1724.0,17.240,1724.0,1724.0,4,2026-09-03 14:45:00
14280001,Taracuá,2026-09-03 14:00:00,1339.0,13.390,1338.0,1339.0,4,2026-09-03 14:45:00
14330000,Curicuriari,2026-09-03 14:00:00,1066.0,10.660,1066.0,1066.0,4,2026-09-03 14:45:00
14420000,Serrinha,2026-09-03 14:00:00,742.0,7.420,741.0,743.0,4,2026-09-03 14:45:00
14480002,Barcelos,2026-09-03 14:00:00,484.0,4.840,484.0,484.0,4,2026-09-03 14:45:00
14110000,Cucuí,2026-09-03 15:00:00,1723.0,17.230,1723.0,1723.0,4,2026-09-03 15:45:00
14280001,Taracuá,2026-09-03 15:00:00,1338.0,13.380,1337.0,1338.0,4,2026-09-03 15:45:00
14330000,Curicuriari,2026-09-03 15:00:00,1066.0,10.660,1065.0,1066.0,4,2026-09-03 15:45:00
14420000,Serrinha,2026-09-03 15:00:00,741.5,7.415,741.0,742.0,4,2026-09-03 15:45:00
14480002,Barcelos,2026-09-03 15:00:00,484.0,4.840,484.0,485.0,4,2026-09-03 15:45:00
14110000,Cucuí,2026-09-03 16:00:00,1723.0,17.230,1723.0,1723.0,4,2026-09-03 16:45:00
14280001,Taracuá,2026-09-03 16:00:00,1337.0,13.370,1337.0,1337.0,4,2026-09-03 16:45:00
14330000,Curicuriari,2026-09-03 16:00:00,1065.0,10.650,1065.0,1065.0,4,2026-09-03 16:45:00
14420000,Serrinha,2026-09-03 16:00:00,742.0,7.420,742.0,742.0,4,2026-09-03 16:45:00
14480002,Barcelos,2026-09-03 16:00:00,484.0,4.840,484.0,484.0,4,2026-09-03 16:45:00
14110000,Cucuí,2026-09-03 17:00:00,1722.0,17.220,1722.0,1723.0,4,2026-09-03 17:45:00
14280001,Taracuá,2026-09-03 17:00:00,1336.0,13.360,1336.0,1337.0,4,2026-09-03 17:45:00
14330000,Curicuriari,2026-09-03 17:00:00,1065.0,10.650,1065.0,1065.0,4,2026-09-03 17:45:00
14420000,Serrinha,2026-09-03 17:00:00,742.0,7.420,742.0,742.0,4,2026-09-03 17:45:00
14480002,Barcelos,2026-09-03 17:00:00,484.0,4.840,484.0,484.0,4,2026-09-03 17:45:00
14110000,Cucuí,2026-09-03 18:00:00,1722.0,17.220,1722.0,1722.0,4,2026-09-03 18:45:00
14280001,Taracuá,2026-09-03 18:00:00,1336.0,13.360,1335.0,1336.0,4,2026-09-03 18:45:00
14330000,Curicuriari,2026-09-03 18:00:00,1065.0,10.650,1064.0,1065.0,4,2026-09-03 18:45:00
14420000,Serrinha,2026-09-03 18:00:00,742.0,7.420,741.0,742.0,4,2026-09-03 18:45:00
14480002,Barcelos,2026-09-03 18:00:00,484.0,4.840,484.0,484.0,4,2026-09-03 18:45:00
14110000,Cucuí,2026-09-03 19:00:00,1722.0,17.220,1722.0,1723.0,4,2026-09-03 19:45:00
14280001,Taracuá,2026-09-03 19:00:00,1335.0,13.350,1335.0,1335.0,4,2026-09-03 19:45:00
14330000,Curicuriari,2026-09-03 19:00:00,1064.5,10.645,1064.0,1065.0,4,2026-09-03 19:45:00
14420000,Serrinha,2026-09-03 19:00:00,741.0,7.410,741.0,741.0,4,2026-09-03 19:45:00
14480002,Barcelos,2026-09-03 19:00:00,484.0,4.840,484.0,484.0,4,2026-09-03 19:45:00
14110000,Cucuí,2026-09-03 20:00:00,1721.0,17.210,1721.0,1722.0,4,2026-09-03 20:45:00
14280001,Taracuá,2026-09-03 20:00:00,1335.0,13.350,1334.0,1335.0,4,2026-09-03 20:45:00
14330000,Curicuriari,2026-09-03 20:00:00,1064.5,10.645,1064.0,1065.0,4,2026-09-03 20:45:00
14420000,Serrinha,2026-09-03 20:00:00,741.0,7.410,741.0,741.0,4,2026-09-03 20:45:00
14480002,Barcelos,2026-09-03 20:00:00,484.0,4.840,484.0,484.0,4,2026-09-03 20:45:00
14110000,Cucuí,2026-09-03 21:00:00,1721.0,17.210,1721.0,1721.0,4,2026-09-03 21:45:00
14280001,Taracuá,2026-09-03 21:00:00,1334.5,13.345,1334.0,1335.0,4,2026-09-03 21:45:00
14330000,Curicuriari,2026-09-03 21:00:00,1064.0,10.640,1064.0,1064.0,4,2026-09-03 21:45:00
